duration_in_seconds,media_slant,nfc,agree_t1,agree_certainty_t1,belief_t1,belief_certainty_t1,agree_t2,belief_t2,bias_1,bias_2,confident,encouraged,angry,annoyed,page_submit_duration,partisanship,ideology,nfc_code,gender,age,education,income,involvement,gen_knowledge,media_trust,agree_diff,belief_diff,bias,hmp_score,certainty_agree,certainty_belief,nfc_code_correct
396,FOX,Low,5,3,6,2,6,5,5,5,5,5,2,5,52.997,Republican,4,2,2,6,2,3,4,5,3.4,1,-1,-0.1,0.6,0,1,1
687,Reuter,High,7,1,7,1,6,6,8,8,4,4,1,1,53.702,Democrat,6,2,2,5,6,12,3.5,5,5,-1,-1,0.2,0.7,1,1,1
743,FOX,High,6,1,6,1,6,6,8,8,3,4,5,5,209.704,Democrat,6,2,1,7,4,5,4,5,5.4,0,0,0.2,0.7,1,1,1
613,FOX,Low,6,2,5,2,4,4,11,11,1,1,4,6,132.355,Democrat,6,2,2,7,5,10,4,5,2.4,-2,-1,0.5,1,1,1,1
440,Reuter,Low,5,8,5,8,3,3,6,6,5,4,1,3,79.747,Democrat,6,2,2,3,5,6,2,5,5,-2,-2,0,0.5,0,0,1
620,MSNBC,Low,7,1,7,1,6,6,6,6,6,6,2,2,88.131,Democrat,5,2,1,7,6,11,4,5,4,-1,-1,0,0.5,1,1,1
777,FOX,High,6,2,6,2,3,4,6,6,4,4,1,1,141.613,Democrat,7,2,1,5,5,11,3.5,5,5.8,-3,-2,0,0.5,1,1,1
369,Reuter,High,6,1,7,1,6,7,1,1,1,1,4,4,56.653,Republican,2,2,2,6,5,9,4.5,5,1,0,0,-0.5,1,1,1,1
330,FOX,High,6,2,6,2,5,5,11,11,1,1,4,5,52.878,Democrat,7,2,1,3,5,7,2.5,5,4.2,-1,-1,0.5,1,1,1,1
441,Reuter,High,6,2,5,1,3,2,7,7,5,4,5,5,75.94,Democrat,6,2,2,6,5,9,2,5,5.4,-3,-3,0.1,0.6,1,1,1
428,MSNBC,Low,7,1,7,1,5,5,7,7,5,5,1,1,76.381,Democrat,6,2,2,5,3,9,3.5,5,5,-2,-2,0.1,0.6,1,1,1
446,Reuter,High,7,1,7,1,7,7,3,2,7,2,4,6,51.305,Republican,2,2,2,6,2,4,3.5,5,1.6,0,0,-0.35,0.85,1,1,1
765,MSNBC,High,5,2,5,2,2,3,6,6,5,5,2,2,160.431,Democrat,6,2,1,3,3,8,2.5,4,3.8,-3,-2,0,0.5,1,1,1
663,Reuter,Low,6,2,6,1,4,3,6,6,3,4,2,3,63.856,Democrat,6,2,2,3,3,4,4,5,2.6,-2,-3,0,0.5,1,1,1
359,FOX,Low,5,2,6,2,5,6,8,8,3,4,5,5,72.557,Democrat,5,2,2,6,6,5,3,5,4.6,0,0,0.2,0.7,1,1,1
318,Reuter,Low,6,2,6,2,3,4,6,6,7,7,1,1,52.341,Democrat,7,2,2,4,6,11,3.5,5,7,-3,-2,0,0.5,1,1,1
424,Reuter,Low,6,2,6,2,3,3,7,8,4,3,4,4,67.776,Democrat,6,2,2,3,3,10,2.5,5,2,-3,-3,0.15,0.65,1,1,1
779,FOX,Low,7,2,7,1,5,5,7,7,4,1,1,1,76.266,Democrat,7,2,1,3,4,5,4,4,7,-2,-2,0.1,0.6,1,1,1
422,MSNBC,Low,7,1,6,2,5,5,9,9,3,3,5,5,93.39,Democrat,7,2,2,6,3,2,4,5,5,-2,-1,0.3,0.8,1,1,1
331,FOX,High,2,1,1,1,2,1,11,11,3,3,1,1,51.366,Democrat,6,2,1,3,5,4,3.5,5,1,0,0,0.5,1,1,1,1
441,MSNBC,High,4,1,4,1,2,2,6,6,4,4,1,1,85.374,Democrat,6,2,1,3,5,5,3,5,6,-2,-2,0,0.5,1,1,1
410,FOX,Low,5,3,6,1,6,5,11,11,4,4,4,4,58.178,Democrat,6,2,2,3,5,8,4,5,3,1,-1,0.5,1,0,1,1
370,MSNBC,Low,6,8,5,2,6,5,5,5,5,2,2,2,51.293,Democrat,4,2,2,3,5,11,4,5,4.2,0,0,-0.1,0.4,0,1,1
460,Reuter,High,7,2,6,2,6,6,6,6,1,1,1,4,51.855,Democrat,6,2,2,6,5,11,5,5,1.6,-1,0,0,0.5,1,1,1
552,FOX,High,5,2,5,2,3,3,10,10,2,2,5,6,58.917,Democrat,6,2,2,7,3,6,2,5,4.4,-2,-2,0.4,0.9,1,1,1
313,Reuter,High,4,2,5,2,3,3,6,6,5,4,5,5,55.233,Democrat,6,2,2,3,5,10,2.5,5,3.6,-1,-2,0,0.5,1,1,1
1158,Reuter,High,5,2,6,2,3,3,6,6,4,4,4,4,224.792,Democrat,7,4,1,4,5,7,3,5,6,-2,-3,0,0.5,1,1,0
452,FOX,High,5,2,5,2,5,4,9,9,1,1,1,1,52.046,Democrat,6,2,2,4,4,12,3,4,3.4,0,-1,0.3,0.8,1,1,1
429,FOX,Low,6,1,6,1,5,6,11,11,1,1,1,4,51.757,Democrat,6,2,2,7,5,3,3,5,4.8,-1,0,0.5,1,1,1,1
453,MSNBC,Low,3,1,3,1,3,2,6,6,3,3,1,2,69.687,Democrat,7,2,2,4,5,5,4.5,5,2,0,-1,0,0.5,1,1,1
342,MSNBC,High,3,2,3,2,3,3,7,6,5,3,2,4,114.128,Democrat,7,2,1,4,5,5,3,5,2.6,0,0,0.05,0.55,1,1,1
409,FOX,High,5,2,5,2,4,4,5,5,3,3,4,4,51.286,Republican,3,2,2,6,5,11,3,5,3,-1,-1,-0.1,0.6,1,1,1
410,Reuter,Low,6,2,6,2,5,5,6,6,5,5,2,2,54.525,Democrat,5,2,1,4,5,7,4,5,5,-1,-1,0,0.5,1,1,1
704,MSNBC,Low,6,2,6,2,3,3,6,6,5,4,3,3,82.925,Democrat,6,2,2,4,4,4,3,5,4.6,-3,-3,0,0.5,1,1,1
911,FOX,Low,6,2,6,2,6,6,8,9,4,4,5,6,55.722,Democrat,6,2,1,5,3,6,2.5,5,5.4,0,0,0.25,0.75,1,1,1
349,FOX,High,5,2,5,2,4,3,6,6,3,3,3,5,67.529,Democrat,7,2,1,5,7,7,3,5,4.8,-1,-2,0,0.5,1,1,1
1309,Reuter,Low,2,2,6,2,2,2,6,6,3,3,4,5,129.765,Democrat,7,2,2,4,3,2,2.5,4,3,0,-4,0,0.5,1,1,1
908,Reuter,Low,5,2,5,2,2,3,6,8,6,6,4,6,51.323,Republican,5,2,1,3,3,4,4,4,3.8,-3,-2,0.1,0.4,1,1,1
930,FOX,Low,5,1,6,2,5,6,6,6,5,5,2,2,200.199,Republican,3,2,2,6,4,1,2.5,4,5,0,0,0,0.5,1,1,1
310,MSNBC,High,6,1,7,1,7,7,1,1,7,7,7,7,51.613,Republican,1,2,1,3,6,12,3,5,1,1,0,-0.5,1,1,1,1
698,MSNBC,High,6,2,7,2,2,2,6,6,5,5,2,2,76.373,Democrat,7,2,2,4,5,6,5,4,1.8,-4,-5,0,0.5,1,1,1
793,Reuter,High,5,2,5,2,2,2,9,6,3,2,4,5,136.816,Democrat,5,2,2,6,4,11,3.5,5,5.2,-3,-3,0.15,0.65,1,1,1
268,MSNBC,Low,7,1,6,1,5,5,9,9,3,3,4,4,51.53,Democrat,7,2,1,4,2,4,3.5,5,2,-2,-1,0.3,0.8,1,1,1
442,Reuter,High,7,1,7,1,5,6,6,6,5,4,3,3,85.621,Democrat,6,2,1,5,6,11,3,5,5.6,-2,-1,0,0.5,1,1,1
285,MSNBC,High,4,2,5,2,3,3,6,6,4,4,1,1,51.383,Democrat,7,2,2,4,5,11,3.5,5,5,-1,-2,0,0.5,1,1,1
542,MSNBC,High,7,1,7,1,7,7,1,1,1,1,4,4,77.317,Republican,1,2,2,4,5,11,4,5,1,0,0,-0.5,1,1,1,1
319,FOX,Low,6,2,6,2,6,6,7,6,6,6,2,2,51.719,Democrat,6,2,2,4,5,2,4.5,5,5,0,0,0.05,0.55,1,1,1
908,MSNBC,Low,7,1,7,1,7,7,1,1,7,3,5,7,171.346,Republican,2,2,1,7,7,10,2.5,5,1,0,0,-0.5,1,1,1,1
358,MSNBC,Low,7,1,3,1,6,3,1,1,1,1,6,6,51.714,Republican,1,2,1,5,6,12,4,5,1.2,-1,0,-0.5,1,1,1,1
320,FOX,Low,7,1,7,1,7,7,6,6,5,5,4,4,51.7,Republican,2,2,2,4,6,11,4.5,5,2,0,0,0,0.5,1,1,1
872,FOX,High,6,2,5,2,5,6,4,4,6,4,4,4,110.46,Republican,3,4,1,6,7,8,2.5,5,1.8,-1,1,-0.2,0.7,1,1,0
430,Reuter,Low,7,1,7,1,7,7,1,1,4,4,4,4,53.734,Republican,1,2,2,5,6,6,5,5,1,0,0,-0.5,1,1,1,1
530,MSNBC,Low,3,1,3,1,6,6,6,7,7,6,4,4,66.136,Republican,2,2,1,4,5,7,5,3,3.4,3,3,0.05,0.44999999999999996,1,1,1
693,MSNBC,High,3,2,4,3,3,2,5,5,6,6,5,5,107.207,Republican,3,1,1,8,4,4,2.5,5,5.6,0,-2,-0.1,0.6,1,0,0
361,Reuter,Low,6,2,5,2,5,3,3,4,3,4,4,5,54.436,Republican,1,2,1,3,7,8,4.5,5,1.4,-1,-2,-0.25,0.75,1,1,1
1067,FOX,High,6,1,6,2,6,6,7,7,4,4,4,4,58.109,Democrat,3,2,1,3,5,11,2.5,5,4.6,0,0,0.1,0.6,1,1,1
391,FOX,High,7,1,4,3,5,3,4,4,5,5,1,1,60.3,Republican,2,2,1,4,5,12,2.5,5,3.2,-2,-1,-0.2,0.7,1,0,1
521,MSNBC,Low,7,1,7,1,2,1,1,1,7,7,4,4,60.225,Republican,1,2,2,4,3,4,5,3,1,-5,-6,-0.5,1,1,1,1
955,MSNBC,High,7,1,7,1,7,7,1,1,1,1,4,5,131.402,Republican,1,2,2,6,4,3,4.5,5,2,0,0,-0.5,1,1,1,1
691,FOX,Low,7,1,7,1,7,7,1,1,1,1,4,4,51.727,Republican,2,2,1,4,5,4,5,5,1,0,0,-0.5,1,1,1,1
438,Reuter,High,7,1,7,1,7,7,6,6,7,7,1,1,51.337,Republican,1,2,1,3,5,12,5,5,6.8,0,0,0,0.5,1,1,1
492,FOX,High,7,1,6,2,7,6,4,4,4,4,5,6,58.831,Republican,2,2,1,6,5,3,2,5,1.4,0,0,-0.2,0.7,1,1,1
553,Reuter,Low,7,1,7,1,7,7,1,1,1,1,7,7,51.601,Republican,1,2,1,5,4,2,5,4,2.2,0,0,-0.5,1,1,1,1
331,MSNBC,High,7,1,6,2,7,6,1,1,2,2,5,7,62.79,Republican,1,2,1,3,5,10,3,5,1.6,0,0,-0.5,1,1,1,1
323,MSNBC,Low,6,1,6,1,7,7,1,1,4,1,6,7,52.18,Republican,2,2,1,3,5,11,4,5,1,1,1,-0.5,1,1,1,1
417,FOX,High,6,2,6,2,3,3,6,6,6,6,1,1,88.717,Republican,2,4,1,3,5,8,3,5,2,-3,-3,0,0.5,1,1,0
543,FOX,Low,3,2,3,2,2,2,6,5,4,3,1,1,65.501,Republican,3,2,2,5,6,6,3,5,3,-1,-1,-0.05,0.55,1,1,1
1636,Reuter,Low,5,3,5,3,4,4,3,3,2,3,3,5,51.235,Republican,2,2,2,3,3,8,2,5,1.4,-1,-1,-0.3,0.8,0,0,1
273,FOX,Low,4,1,5,1,3,3,8,8,4,4,3,5,51.373,Democrat,5,2,1,4,5,4,5,5,5.2,-1,-2,0.2,0.7,1,1,1
422,MSNBC,High,4,1,5,1,5,5,7,7,3,3,1,1,90.126,Democrat,5,2,1,4,3,5,2,5,2.4,1,0,0.1,0.6,1,1,1
421,Reuter,High,6,1,6,2,5,5,6,6,5,4,1,1,56.412,Democrat,7,2,2,2,2,9,2.5,5,4.2,-1,-1,0,0.5,1,1,1
397,Reuter,Low,5,3,5,3,3,3,4,4,6,6,4,4,51.667,Democrat,5,2,2,6,5,10,2.5,5,5.4,-2,-2,-0.2,0.3,0,0,1
497,Reuter,Low,2,1,1,1,2,7,5,5,6,6,1,1,53.189,Republican,5,2,2,6,3,4,3,5,5.4,0,6,-0.1,0.6,1,1,1
392,FOX,High,6,2,5,2,6,5,11,11,1,1,1,1,51.115,Democrat,7,2,2,4,6,3,3.5,5,2.8,0,0,0.5,1,1,1,1
721,Reuter,High,7,2,6,2,3,6,8,3,6,6,6,4,75.211,Republican,2,2,2,3,3,3,4,5,2.4,-4,0,-0.05,0.55,1,1,1
521731,Reuter,Low,4,1,5,1,2,1,6,6,7,7,7,7,69.24,Democrat,6,2,2,6,3,3,3.5,4,4,-2,-4,0,0.5,1,1,1
728,MSNBC,Low,6,2,6,2,5,5,6,6,6,6,2,3,55.599,Democrat,6,2,1,5,6,11,4,5,5.8,-1,-1,0,0.5,1,1,1
399,FOX,High,7,1,7,1,7,7,1,1,4,4,4,4,52.031,Republican,2,2,2,7,5,10,5,5,2,0,0,-0.5,1,1,1,1
494,MSNBC,High,6,1,6,1,6,6,6,6,5,5,1,1,75.07,Democrat,6,2,2,5,5,7,2.5,5,5.6,0,0,0,0.5,1,1,1
692,MSNBC,Low,1,1,1,1,1,1,6,6,1,1,2,3,209.604,Democrat,7,2,1,5,2,2,2,3,1,0,0,0,0.5,1,1,1
579,FOX,High,7,1,6,1,6,6,10,9,2,2,4,4,57.212,Democrat,6,2,1,8,5,3,4,5,4.2,-1,0,0.35,0.85,1,1,1
523605,Reuter,High,7,1,7,1,6,6,11,11,6,6,1,4,77.93,Democrat,7,4,2,6,4,3,3,5,6,-1,-1,0.5,1,1,1,0
703,MSNBC,High,6,1,7,1,6,7,1,1,4,1,7,7,102.488,Republican,7,2,1,4,3,3,5,5,1,0,0,-0.5,1,1,1,1
438,FOX,High,5,1,4,1,4,4,7,7,4,4,1,1,75.344,Democrat,5,2,2,7,4,4,2,5,4.2,-1,0,0.1,0.6,1,1,1
310,MSNBC,Low,6,2,5,1,3,4,6,6,3,4,5,4,53.324,Democrat,7,2,1,3,5,4,4.5,5,2.2,-3,-1,0,0.5,1,1,1
525,FOX,Low,2,1,5,2,1,1,6,6,6,6,2,2,73.777,Republican,3,2,1,7,5,8,4,5,5.4,-1,-4,0,0.5,1,1,1
390,FOX,High,5,2,6,2,4,5,9,9,3,3,4,5,100.366,Democrat,7,2,2,3,2,2,2,3,4.8,-1,-1,0.3,0.8,1,1,1
339,Reuter,Low,6,2,5,2,5,5,7,7,3,2,4,5,60.814,Democrat,6,2,1,6,6,12,3,4,5,-1,0,0.1,0.6,1,1,1
404,MSNBC,High,6,2,6,2,5,5,6,6,6,4,1,1,73.189,Democrat,6,2,1,4,5,12,3.5,5,3.2,-1,-1,0,0.5,1,1,1
335,Reuter,High,5,2,6,2,5,4,6,6,6,6,1,2,56.233,Democrat,5,2,1,6,5,3,2.5,5,4.6,0,-2,0,0.5,1,1,1
756,Reuter,High,6,2,6,2,6,6,7,8,3,3,5,5,65.036,Democrat,6,2,1,6,5,3,4,5,5,0,0,0.15,0.65,1,1,1
1337,FOX,Low,6,2,6,2,5,5,3,3,1,1,4,4,281.379,Democrat,6,2,2,3,5,8,3.5,4,6,-1,-1,-0.3,0.2,1,1,1
422,FOX,Low,6,1,6,1,6,6,11,11,7,7,1,1,52.392,Democrat,5,2,1,7,6,5,4.5,5,4.4,0,0,0.5,1,1,1,1
413,MSNBC,Low,5,2,5,2,4,4,7,7,3,1,1,3,52.73,Democrat,6,2,1,3,2,4,2.5,5,3.4,-1,-1,0.1,0.6,1,1,1
379,MSNBC,High,5,2,6,2,5,5,8,8,3,3,4,4,65.417,Democrat,5,2,1,3,3,3,2,5,4,0,-1,0.2,0.7,1,1,1
329,FOX,Low,5,2,5,2,5,5,11,11,1,1,7,7,51.65,Democrat,7,2,1,4,2,4,3,5,2.2,0,0,0.5,1,1,1,1
371,MSNBC,High,5,2,6,2,5,5,8,8,5,6,3,2,52.105,Democrat,6,2,1,3,5,10,2,5,2.2,0,-1,0.2,0.7,1,1,1
364,Reuter,High,5,2,6,2,5,5,6,6,5,6,1,1,51.575,Democrat,4,2,2,7,4,4,3.5,5,3,0,-1,0,0.5,1,1,1
497,Reuter,High,5,2,6,3,4,5,6,8,3,3,4,5,76.196,Democrat,5,2,1,4,5,5,4,5,3.4,-1,-1,0.1,0.6,1,0,1
719,Reuter,Low,6,2,5,2,2,2,6,6,7,7,2,5,133.649,Democrat,5,2,2,5,5,11,2.5,5,6,-4,-3,0,0.5,1,1,1
489,FOX,High,7,1,7,1,7,7,11,11,4,4,1,1,54.996,Democrat,6,2,2,5,7,8,3.5,5,2.8,0,0,0.5,1,1,1,1
413,Reuter,Low,6,2,6,3,6,7,7,8,4,5,6,5,57.625,Republican,2,1,1,4,3,5,4,2,3.4,0,1,0.15,0.35,1,0,0
468,MSNBC,Low,5,2,6,2,3,3,6,6,5,4,1,2,56.363,Democrat,5,2,1,4,5,3,3,5,4.6,-2,-3,0,0.5,1,1,1
305,MSNBC,High,5,2,6,1,5,5,6,6,6,3,4,5,51.777,Democrat,7,2,3,4,6,6,4,5,5.6,0,-1,0,0.5,1,1,1
851,MSNBC,Low,5,2,3,2,5,5,2,2,4,4,1,1,75.5,Democrat,5,2,2,4,5,8,2,3,2.6,0,2,-0.4,0.09999999999999998,1,1,1
513,Reuter,Low,7,1,7,1,7,6,10,11,6,6,5,6,59.9,Democrat,7,2,2,8,6,11,4,5,4.2,0,-1,0.45,0.95,1,1,1
421,Reuter,High,5,2,5,2,3,3,6,7,6,4,4,4,66.766,Democrat,6,2,2,4,5,10,3,5,3.4,-2,-2,0.05,0.55,1,1,1
968,FOX,Low,5,3,5,3,4,4,8,8,1,1,2,2,279.815,Democrat,6,2,1,4,7,11,2.5,5,5,-1,-1,0.2,0.7,0,0,1
514,FOX,High,5,2,5,2,5,5,11,11,3,3,5,5,53.871,Democrat,6,2,1,8,3,6,3.5,5,4.8,0,0,0.5,1,1,1,1
1308,Reuter,Low,6,1,6,1,7,7,4,5,6,5,2,1,204.591,Democrat,6,2,1,3,5,6,4.5,3,5.6,1,1,-0.15,0.35,1,1,1
514,FOX,Low,6,2,6,2,6,6,10,10,2,2,6,6,68.695,Democrat,6,2,2,4,5,9,4,3,2.8,0,0,0.4,0.9,1,1,1
428,MSNBC,Low,5,2,5,2,5,5,7,7,5,5,3,3,123.78,Democrat,7,2,1,3,5,4,4,5,3,0,0,0.1,0.6,1,1,1
264,FOX,High,6,2,6,2,5,5,9,9,2,2,5,5,54.732,Democrat,6,2,2,5,6,12,3.5,5,5,-1,-1,0.3,0.8,1,1,1
383,Reuter,Low,5,2,6,2,3,3,6,6,3,3,4,4,76.484,Democrat,6,2,1,4,6,11,2.5,5,5.4,-2,-3,0,0.5,1,1,1
566,MSNBC,High,6,1,6,1,6,6,6,6,4,4,4,4,57.628,Democrat,7,2,2,6,5,2,5,5,5,0,0,0,0.5,1,1,1
597,MSNBC,Low,5,1,6,1,5,5,5,5,7,7,1,1,74.351,Democrat,7,2,2,7,5,2,2,5,4.6,0,-1,-0.1,0.4,1,1,1
444,FOX,Low,5,2,6,2,6,6,7,8,3,2,4,5,53.825,Democrat,5,2,2,5,3,6,4,5,3.4,1,0,0.15,0.65,1,1,1
582,Reuter,High,5,1,6,1,2,3,7,7,5,4,2,3,116.253,Democrat,5,2,1,7,5,5,4,5,4.8,-3,-3,0.1,0.6,1,1,1
423,MSNBC,High,5,2,6,2,5,5,9,9,2,2,1,3,51.905,Democrat,4,2,2,6,5,11,2,5,2.6,0,-1,0.3,0.8,1,1,1
661,MSNBC,Low,5,2,6,2,4,4,6,6,4,4,3,3,96.314,Democrat,5,2,2,6,3,6,3,5,5,-1,-2,0,0.5,1,1,1
481,FOX,Low,7,1,7,1,7,7,2,2,4,4,4,4,55.349,Republican,2,2,1,5,6,11,3,5,1.2,0,0,-0.4,0.9,1,1,1
354,MSNBC,Low,6,1,6,1,3,3,5,6,5,6,1,1,82.202,Republican,2,2,1,5,5,11,3,5,1,-3,-3,-0.05,0.55,1,1,1
368,FOX,Low,6,2,6,2,6,6,10,8,5,5,5,5,89.557,Democrat,2,2,2,4,6,11,4.5,1,4.8,0,0,0.3,0.8,1,1,1
456,FOX,High,6,1,6,1,5,6,2,2,3,2,1,2,97.332,Republican,2,2,2,6,4,5,3.5,5,1,-1,0,-0.4,0.9,1,1,1
380,MSNBC,High,7,1,5,1,7,7,1,1,1,1,3,7,51.601,Republican,1,2,2,4,4,9,5,3,1.4,0,2,-0.5,1,1,1,1
101380,Reuter,High,4,2,4,2,7,6,6,6,4,4,4,4,113.141,Republican,1,2,1,7,6,8,5,5,2.8,3,2,0,0.5,1,1,1
391,FOX,High,7,1,6,1,6,6,5,4,2,2,1,5,52.071,Republican,2,2,1,4,5,10,1.5,5,2.2,-1,0,-0.15,0.65,1,1,1
1166,Reuter,Low,7,1,6,1,6,6,4,4,5,7,2,4,51.82,Democrat,3,2,2,5,5,12,4,4,3.2,-1,0,-0.2,0.3,1,1,1
377,Reuter,High,7,1,7,1,7,7,1,1,1,1,7,7,58.864,Republican,2,2,1,6,5,2,4,5,1,0,0,-0.5,1,1,1,1
478,MSNBC,High,3,1,2,1,1,1,6,6,5,5,2,2,94.249,Republican,3,2,2,3,5,7,3.5,5,3.4,-2,-1,0,0.5,1,1,1
659,Reuter,Low,6,2,6,2,4,4,5,5,5,5,3,3,66.9,Republican,2,2,1,3,5,8,3.5,5,3,-2,-2,-0.1,0.6,1,1,1
514,FOX,Low,6,1,6,1,7,7,1,1,6,6,6,6,58.119,Republican,2,2,2,5,5,6,4,5,1,1,1,-0.5,1,1,1,1
413,MSNBC,Low,7,1,7,1,7,7,1,1,1,1,7,7,64.627,Republican,2,2,1,5,2,4,4,5,1.4,0,0,-0.5,1,1,1,1
743,Reuter,High,1,1,4,2,1,1,6,6,7,7,1,1,51.901,Republican,1,2,2,5,5,11,3.5,4,4,0,-3,0,0.5,1,1,1
411,MSNBC,High,5,2,5,2,5,5,4,4,3,3,4,4,54.287,Republican,3,2,2,5,5,7,2,4,2.6,0,0,-0.2,0.7,1,1,1
876,FOX,Low,2,2,3,2,1,2,5,3,5,5,1,7,70.31,Republican,3,2,2,8,5,3,3,5,3.8,-1,-1,-0.2,0.7,1,1,1
1386,Reuter,Low,7,1,7,1,7,6,1,1,6,4,6,7,61.517,Republican,2,1,2,7,2,4,4,5,2.2,0,-1,-0.5,1,1,1,0
394,FOX,High,7,1,6,2,6,6,2,6,4,3,3,4,61.191,Republican,2,2,2,4,6,11,2.5,4,2.2,-1,0,-0.2,0.7,1,1,1
477,MSNBC,Low,7,1,7,1,7,7,3,2,1,1,6,7,71.557,Republican,1,2,2,6,4,4,4.5,5,1.2,0,0,-0.35,0.85,1,1,1
304,MSNBC,Low,7,1,6,1,5,5,1,1,2,2,6,6,51.02,Republican,3,2,1,5,5,8,3.5,5,1.4,-2,-1,-0.5,1,1,1,1
433,MSNBC,High,7,1,7,1,7,7,1,1,1,1,5,7,112.829,Republican,2,2,1,4,6,10,4,5,2,0,0,-0.5,1,1,1,1
332,FOX,High,5,2,6,2,3,2,5,3,5,4,1,1,51.559,Republican,2,2,2,6,5,11,3.5,5,2.6,-2,-4,-0.2,0.7,1,1,1
446,Reuter,Low,2,2,2,2,2,1,5,5,6,6,4,4,52.578,Republican,3,2,2,6,3,9,2.5,5,2.2,0,-1,-0.1,0.6,1,1,1
1260,Reuter,High,7,1,7,1,7,7,3,3,6,6,3,3,162.502,Republican,1,2,1,3,6,12,3,5,1,0,0,-0.3,0.8,1,1,1
594,FOX,Low,5,2,5,1,5,5,9,7,4,5,2,4,116.932,Republican,2,2,2,3,5,5,4,5,1.4,0,0,0.2,0.30000000000000004,1,1,1
403,MSNBC,Low,7,1,7,1,6,6,1,1,1,1,4,7,60.074,Republican,2,2,2,6,5,9,4.5,5,1,-1,-1,-0.5,1,1,1,1
1023,FOX,Low,7,1,7,1,7,7,1,1,1,1,4,4,59.794,Republican,1,2,2,7,5,8,5,5,1,0,0,-0.5,1,1,1,1
1971,FOX,High,3,2,5,2,3,4,8,4,4,4,2,2,190.719,Republican,2,2,1,4,3,3,2,5,4,0,-1,0,0.5,1,1,1
352,MSNBC,High,7,1,6,2,5,4,1,1,4,4,1,7,71.214,Republican,3,2,1,5,3,5,3.5,4,1.4,-2,-2,-0.5,1,1,1,1
1043,Reuter,High,7,1,7,1,7,7,11,11,7,7,7,7,52.638,Democrat,1,2,2,5,6,3,5,1,NA,0,0,0.5,1,1,1,1
751,Reuter,High,5,2,5,3,4,4,8,6,4,4,2,3,91.355,Republican,4,2,2,7,4,2,1,3,3.2,-1,-1,0.1,0.4,1,0,1
644,Reuter,Low,7,1,7,1,7,7,1,1,1,1,6,7,98.686,Republican,2,2,1,7,7,10,3.5,5,1,0,0,-0.5,1,1,1,1
329,Reuter,Low,6,1,6,1,4,4,1,1,1,1,4,6,64.402,Republican,3,2,1,3,2,4,3,4,1,-2,-2,-0.5,1,1,1,1
506,Reuter,High,7,1,6,1,6,5,1,1,2,1,4,6,109.833,Republican,2,2,2,6,2,8,4.5,5,1.4,-1,-1,-0.5,1,1,1,1
865,MSNBC,Low,7,2,6,2,7,6,1,1,1,1,5,5,52.98,Republican,2,2,1,4,5,5,4,5,1.2,0,0,-0.5,1,1,1,1
524,FOX,Low,7,1,6,1,6,6,5,5,5,5,3,4,52.552,Republican,3,2,2,7,6,8,4,5,1.2,-1,0,-0.1,0.6,1,1,1
1390,MSNBC,High,5,3,6,2,3,3,6,6,5,5,2,2,391.547,Republican,2,5,2,4,2,7,3,4,4.2,-2,-3,0,0.5,0,1,0
429,FOX,High,5,3,4,3,2,3,6,6,4,4,4,4,55.325,Republican,1,2,1,5,3,6,2,5,1,-3,-1,0,0.5,0,0,1
495,Reuter,High,5,2,6,2,6,6,4,4,2,4,1,1,73.218,Republican,3,2,1,3,5,11,5,5,4,1,0,-0.2,0.7,1,1,1
848,FOX,High,6,1,6,2,6,6,8,9,6,5,4,5,72.61,Republican,2,2,1,3,5,2,5,2,5,0,0,0.25,0.25,1,1,1
425,Reuter,Low,7,1,7,1,4,4,1,1,1,1,7,7,68.885,Republican,2,2,2,4,5,12,4,5,1,-3,-3,-0.5,1,1,1,1
443,MSNBC,Low,3,2,2,2,1,2,6,6,4,4,5,5,213.326,Republican,3,2,2,3,5,12,2,5,2.4,-2,0,0,0.5,1,1,1
340,FOX,Low,6,1,6,2,3,5,3,3,4,4,4,4,57.001,Republican,2,2,2,3,5,11,4,5,2,-3,-1,-0.3,0.8,1,1,1
757,FOX,Low,6,1,6,2,3,3,7,7,5,5,2,3,119.2,Democrat,5,2,2,4,5,12,2,4,3,-3,-3,0.1,0.6,1,1,1
466,Reuter,High,6,1,5,2,6,5,3,3,2,1,4,5,63.884,Republican,2,2,2,4,5,5,2.5,4,1.2,0,0,-0.3,0.8,1,1,1
704,FOX,High,7,1,7,1,3,2,4,6,2,2,5,5,60.825,Republican,2,2,2,4,4,8,5,5,2,-4,-5,-0.1,0.6,1,1,1
330,MSNBC,Low,6,1,6,1,6,6,1,1,1,1,7,7,51.719,Republican,3,2,1,4,5,10,2.5,5,1.2,0,0,-0.5,1,1,1,1
405,FOX,Low,7,1,7,1,7,7,1,1,4,3,5,5,82.771,Republican,2,2,2,7,5,4,4,3,2,0,0,-0.5,1,1,1,1
